,BibNumber,Category Group,checkout_date,checkout_month
1479846,2808728,Nonfiction,2016-12-08,12
5640205,2702573,Nonfiction,2016-07-08,7
4361917,2876062,Fiction,2016-02-16,2
1257822,2350866,Nonfiction,2016-02-08,2
3283615,2581428,Fiction,2016-09-24,9
1373349,2945210,Nonfiction,2016-01-28,1
5485342,3132334,Fiction,2016-06-29,6
5048663,3160308,Fiction,2016-04-05,4
2374374,2908425,Nonfiction,2016-11-30,11
2429039,3144505,Nonfiction,2016-06-05,6
3595224,2926134,Fiction,2016-10-16,10
1193565,66567,Nonfiction,2016-04-05,4
4330112,3032282,Fiction,2016-02-02,2
4543387,2679762,Fiction,2016-05-25,5
4782213,3193361,Nonfiction,2016-12-21,12
1275419,2851057,Nonfiction,2016-03-20,3
2289131,2953341,Nonfiction,2016-03-05,3
1294479,2869169,Nonfiction,2016-07-28,7
6109526,2876168,Fiction,2016-12-31,12
4204566,3107616,Fiction,2016-04-06,4
5761301,2860206,Fiction,2016-05-02,5
3683441,3042835,Fiction,2016-10-02,10
5390493,1894708,Fiction,2016-07-11,7
1530449,2907689,Fiction,2016-04-25,4
1369566,2240763,Nonfiction,2016-02-02,2
6312639,2705207,Nonfiction,2016-08-28,8
1242160,2512777,Nonfiction,2016-11-09,11
6399942,2557986,Nonfiction,2016-10-09,10
1532820,2644116,Fiction,2016-10-01,10
2567323,2704957,Nonfiction,2016-10-08,10
4488367,2802547,Fiction,2016-06-02,6
1584290,3177972,Fiction,2016-07-18,7
3839075,3131738,Fiction,2016-04-12,4
1137976,3202044,Fiction,2016-12-14,12
2522918,2851324,Nonfiction,2016-05-26,5
6247164,2345432,Fiction,2016-09-15,9
5301763,2360631,Fiction,2016-03-23,3
5327906,2664376,Fiction,2016-11-28,11
1295192,3047265,Nonfiction,2016-02-03,2
5513901,3164982,Fiction,2016-07-02,7
5280404,1856071,Fiction,2016-06-14,6
6140362,3136871,Fiction,2016-01-02,1
3651174,3156942,Fiction,2016-09-15,9
5026205,3109075,Fiction,2016-02-13,2
1236002,2747351,Nonfiction,2016-01-20,1
3758309,3081438,Fiction,2016-03-28,3
6158445,2954539,Fiction,2016-08-10,8
4714470,2746495,Nonfiction,2016-03-02,3
5465669,3130241,Fiction,2016-02-02,2
4812859,2496243,Nonfiction,2016-07-20,7
3724351,3132147,Fiction,2016-08-21,8
2168365,3068932,Fiction,2016-06-20,6
4751821,3019434,Nonfiction,2016-08-13,8
4252276,3193500,Fiction,2016-09-03,9
6371795,88270,Fiction,2016-07-08,7
3846601,3140255,Fiction,2016-02-29,2
3662960,3168634,Fiction,2016-08-22,8
2679314,3037343,Nonfiction,2016-02-29,2
5846062,3146242,Fiction,2016-12-21,12
2277705,3101460,Nonfiction,2016-04-27,4
4245618,3140611,Fiction,2016-01-28,1
2431364,2841532,Nonfiction,2016-08-08,8
1416865,3134431,Nonfiction,2016-11-02,11
1262987,2531823,Nonfiction,2016-11-30,11
3517928,3017948,Fiction,2016-12-19,12
5846048,3009547,Fiction,2016-06-30,6
2180506,3117319,Fiction,2016-10-14,10
1199442,2881775,Nonfiction,2016-12-04,12
6221852,3125461,Fiction,2016-04-05,4
5710470,3129666,Fiction,2016-11-04,11
4244015,3146509,Fiction,2016-02-27,2
3092970,3104865,Nonfiction,2016-07-30,7
4543247,2709435,Fiction,2016-07-03,7
3643192,3177843,Fiction,2016-09-03,9
2619249,2808799,Nonfiction,2016-01-09,1
2735263,2602884,Nonfiction,2016-05-23,5
2560178,3128605,Nonfiction,2016-03-02,3
2593295,3148607,Nonfiction,2016-04-22,4
3593982,3206725,Fiction,2016-10-25,10
1429993,3098381,Nonfiction,2016-11-03,11
4513500,3117658,Fiction,2016-08-22,8
3288310,2809162,Fiction,2016-01-03,1
4413584,3022947,Fiction,2016-09-08,9
3616529,3056172,Fiction,2016-05-08,5
4517279,3115940,Fiction,2016-05-31,5
2437121,3154135,Nonfiction,2016-12-20,12
4414448,2908985,Fiction,2016-01-17,1
2772918,3119037,Nonfiction,2016-01-14,1
5244105,2737533,Fiction,2016-07-24,7
2661982,2732543,Nonfiction,2016-06-22,6
3825378,3130373,Fiction,2016-02-18,2
5502205,2793050,Fiction,2016-09-03,9
2469024,3156143,Nonfiction,2016-06-09,6
4452411,2866470,Fiction,2016-03-03,3
2606878,2185439,Nonfiction,2016-08-11,8
1447782,2441237,Nonfiction,2016-06-09,6
5350152,3008717,Fiction,2016-12-18,12
3747350,3214774,Fiction,2016-10-13,10
3218681,2047488,Fiction,2016-03-21,3
1285454,2031403,Nonfiction,2016-05-23,5
1277059,3153710,Nonfiction,2016-07-17,7
5567730,2959269,Fiction,2016-11-28,11
5913327,3104010,Fiction,2016-04-27,4
2426481,2483268,Nonfiction,2016-08-10,8
2265782,2413349,Nonfiction,2016-02-06,2
2468449,3215627,Nonfiction,2016-10-23,10
2780741,3154127,Nonfiction,2016-08-10,8
5329732,2838602,Fiction,2016-11-14,11
2612897,3091907,Nonfiction,2016-11-06,11
5774933,3202889,Fiction,2016-11-06,11
4742061,2875471,Nonfiction,2016-11-16,11
5287473,2630334,Fiction,2016-08-16,8
4177385,2800157,Language,2016-04-15,4
3236296,3043786,Fiction,2016-03-12,3
2170165,2947037,Fiction,2016-07-28,7
5791082,2447444,Fiction,2016-08-02,8
1349709,2022864,Nonfiction,2016-01-19,1
5770703,2450962,Fiction,2016-09-02,9
3264428,2758262,Fiction,2016-06-13,6
5899126,2915667,Fiction,2016-12-12,12
1178551,2968627,Fiction,2016-08-03,8
5545788,3118464,Fiction,2016-02-27,2
2363149,3131079,Nonfiction,2016-04-22,4
2185748,2408327,Fiction,2016-03-25,3
4252378,3196466,Fiction,2016-11-22,11
1282589,378929,Nonfiction,2016-02-08,2
1224292,1792983,Nonfiction,2016-04-03,4
1458121,3087238,Nonfiction,2016-11-29,11
5776231,2267938,Fiction,2016-05-31,5
3175938,3011133,Fiction,2016-03-06,3
2426501,2919653,Nonfiction,2016-11-27,11
4483063,2794930,Fiction,2016-11-22,11
3524638,2762859,Fiction,2016-03-24,3
2758274,2574165,Nonfiction,2016-05-01,5
3826725,3130339,Fiction,2016-06-05,6
6070217,3080562,Nonfiction,2016-01-05,1
1409198,3170357,Nonfiction,2016-06-14,6
1615864,3123977,Fiction,2016-05-11,5
2533242,3030520,Nonfiction,2016-10-12,10
2681392,2597493,Nonfiction,2016-04-10,4
3281460,3160395,Fiction,2016-06-30,6
5702980,2796074,Nonfiction,2016-10-23,10
3682412,3160604,Fiction,2016-10-19,10
2780094,2844152,Nonfiction,2016-01-12,1
5590161,3168599,Fiction,2016-07-14,7
5334968,2987656,Fiction,2016-10-17,10
2672423,3144517,Nonfiction,2016-01-02,1
1511775,2871115,Nonfiction,2016-08-16,8
5827860,2690576,Fiction,2016-08-15,8
1472319,705356,Nonfiction,2016-12-31,12
4523537,2356954,Fiction,2016-03-19,3
5134564,2927616,Fiction,2016-02-22,2
3272877,3160176,Fiction,2016-08-17,8
5119800,3125558,Fiction,2016-09-25,9
5860860,2585404,Fiction,2016-05-05,5
4365652,129269,Fiction,2016-09-07,9
3177430,3126732,Fiction,2016-04-28,4
1242595,2630148,Nonfiction,2016-02-03,2
1177419,3066309,Fiction,2016-08-09,8
5359388,2881103,Fiction,2016-08-20,8
4200825,3161502,Fiction,2016-06-08,6
3554617,3046494,Fiction,2016-04-16,4
4284828,3161303,Fiction,2016-03-18,3
4705192,3118193,Nonfiction,2016-06-16,6
2547917,3175031,Nonfiction,2016-10-17,10
5678570,2967188,Nonfiction,2016-11-18,11
3708383,2732139,Fiction,2016-01-03,1
1477995,2666897,Nonfiction,2016-10-17,10
1300256,2771481,Nonfiction,2016-03-17,3
5090360,3135811,Nonfiction,2016-02-06,2
2565418,2927177,Nonfiction,2016-10-11,10
1537134,2957753,Fiction,2016-02-28,2
2557980,2996087,Nonfiction,2016-04-20,4
4245711,3148810,Fiction,2016-07-28,7
2405467,2932870,Nonfiction,2016-11-14,11
2300991,3132674,Nonfiction,2016-07-09,7
2127608,3066910,Fiction,2016-09-13,9
5860957,2991140,Fiction,2016-02-16,2
3261757,2881160,Fiction,2016-02-16,2
2384867,3156209,Nonfiction,2016-12-09,12
3123785,3080431,Nonfiction,2016-01-28,1
5875602,2453014,Nonfiction,2016-01-11,1
4434511,2455014,Fiction,2016-08-17,8
2724661,3030520,Nonfiction,2016-06-17,6
5308788,3057402,Fiction,2016-04-25,4
1529645,1983722,Nonfiction,2016-03-03,3
1536066,2319672,Fiction,2016-04-16,4
2364000,3154378,Nonfiction,2016-01-31,1
1362522,2489456,Nonfiction,2016-10-21,10
3652920,3111984,Fiction,2016-03-26,3
5542103,2731259,Fiction,2016-04-09,4
4351494,3117556,Fiction,2016-08-28,8
2585203,1337189,Nonfiction,2016-09-18,9
3156781,3179986,Fiction,2016-08-22,8
3215311,3097038,Fiction,2016-11-25,11
3643295,2462874,Fiction,2016-06-09,6
3848126,2850198,Fiction,2016-01-05,1
6130506,2874721,Fiction,2016-07-09,7
1314372,2942819,Nonfiction,2016-06-10,6
6363427,1865220,Fiction,2016-11-04,11
2307082,3136760,Nonfiction,2016-03-01,3
4216891,3177252,Fiction,2016-05-09,5
3531024,3170894,Fiction,2016-04-14,4
5657273,2802913,Nonfiction,2016-09-12,9
4279977,3136809,Fiction,2016-12-14,12
2553804,2706547,Nonfiction,2016-06-11,6
1528644,3182525,Nonfiction,2016-11-25,11
5034284,3208478,Fiction,2016-12-02,12
5722181,2974117,Fiction,2016-02-10,2
3531947,3136214,Fiction,2016-05-24,5
5116112,3216101,Fiction,2016-12-02,12
6331308,2609262,Nonfiction,2016-02-03,2
3281165,3120635,Fiction,2016-08-11,8
5080292,3209808,Fiction,2016-10-09,10
2381910,3143231,Nonfiction,2016-07-05,7
6118589,2284999,Fiction,2016-10-27,10
1540051,3081433,Fiction,2016-04-05,4
5090699,2744476,Nonfiction,2016-04-04,4
4748670,2282861,Nonfiction,2016-09-01,9
4784897,3089396,Nonfiction,2016-05-19,5
2308468,2932039,Nonfiction,2016-02-22,2
3086891,2177709,Nonfiction,2016-12-21,12
2192692,3163596,Fiction,2016-11-01,11
3644322,2873415,Fiction,2016-05-13,5
4753589,2793782,Nonfiction,2016-03-10,3
3744732,2850259,Fiction,2016-07-10,7
2194447,3084401,Fiction,2016-01-06,1
3121177,3030800,Nonfiction,2016-08-09,8
4352944,3155258,Fiction,2016-10-11,10
2659239,3014918,Nonfiction,2016-07-09,7
2638190,3137361,Nonfiction,2016-07-25,7
5764198,3148737,Fiction,2016-07-23,7
1225150,3145526,Nonfiction,2016-10-11,10
1172297,3183109,Fiction,2016-07-18,7
3813352,3140558,Fiction,2016-01-04,1
2421633,2926289,Nonfiction,2016-01-24,1
2763777,3182035,Nonfiction,2016-06-18,6
5479342,3166570,Fiction,2016-10-17,10
4472390,2988653,Fiction,2016-04-29,4
3741897,2635871,Fiction,2016-04-16,4
3786229,3182628,Fiction,2016-10-29,10
6111461,1944369,Fiction,2016-03-24,3
2460167,2161357,Nonfiction,2016-08-15,8
5256854,2176667,Fiction,2016-02-29,2
3282273,2667173,Fiction,2016-07-09,7
1512149,2647028,Nonfiction,2016-01-27,1
6077468,3069208,Fiction,2016-09-17,9
6147650,3068907,Fiction,2016-06-21,6
5494215,2953213,Fiction,2016-06-14,6
5537628,3196479,Fiction,2016-09-17,9
6217587,1711801,Language,2016-01-07,1
6266966,2845777,Fiction,2016-07-30,7
2602491,3110683,Nonfiction,2016-01-21,1
6086231,2703296,Fiction,2016-08-11,8
5043071,3193399,Fiction,2016-12-19,12
1246205,1397878,Nonfiction,2016-04-22,4
5033760,3111606,Fiction,2016-11-13,11
4751532,2529481,Nonfiction,2016-12-31,12
5816131,2363019,Fiction,2016-10-15,10
3852509,3164968,Fiction,2016-09-28,9
2758293,3161651,Nonfiction,2016-07-03,7
5692209,3018325,Nonfiction,2016-11-10,11
1367286,481055,Nonfiction,2016-06-18,6
4467594,2934701,Fiction,2016-04-05,4
4791224,2711335,Nonfiction,2016-06-24,6
2490659,2507417,Nonfiction,2016-10-18,10
2333687,2685311,Nonfiction,2016-03-19,3
5511791,3168598,Fiction,2016-10-20,10
3590496,2987849,Fiction,2016-06-25,6
3821889,3154422,Fiction,2016-05-02,5
2530181,3183858,Nonfiction,2016-08-15,8
6356034,2633354,Nonfiction,2016-10-22,10
1186929,2494102,Nonfiction,2016-04-02,4
3753864,2421016,Fiction,2016-01-17,1
4812521,2342346,Nonfiction,2016-01-10,1
6117020,3166857,Fiction,2016-09-16,9
3727623,3135453,Fiction,2016-02-09,2
1468942,2654385,Nonfiction,2016-05-05,5
5750547,2734531,Fiction,2016-08-21,8
5097132,3135948,Nonfiction,2016-04-21,4
3672889,2967733,Fiction,2016-06-23,6
2605323,2512804,Nonfiction,2016-12-22,12
1495540,2619337,Nonfiction,2016-04-30,4
1273113,3149215,Nonfiction,2016-04-13,4
2396936,3167003,Nonfiction,2016-07-23,7
3507819,2915555,Fiction,2016-04-27,4
6071432,3051410,Nonfiction,2016-02-04,2
5121272,3197928,Fiction,2016-08-01,8
3174853,2848688,Fiction,2016-08-18,8
4535073,2360636,Fiction,2016-08-03,8
2304861,3113078,Nonfiction,2016-05-17,5
3838508,3126772,Fiction,2016-03-24,3
3219432,3204834,Fiction,2016-08-19,8
5685711,2602733,Nonfiction,2016-05-21,5
6403922,3182629,Nonfiction,2016-08-12,8
1201630,2749778,Nonfiction,2016-04-23,4
5512879,2844615,Fiction,2016-05-23,5
1244413,2562502,Nonfiction,2016-05-16,5
1504159,2708914,Nonfiction,2016-03-05,3
6368800,2290042,Fiction,2016-06-15,6
4442820,3113145,Fiction,2016-01-05,1
4259675,3129720,Fiction,2016-08-31,8
3753088,3156943,Fiction,2016-04-14,4
5652338,3081791,Nonfiction,2016-01-30,1
4778734,3123076,Nonfiction,2016-10-08,10
1244190,36580,Nonfiction,2016-12-03,12
2545287,2851243,Nonfiction,2016-03-21,3
3859306,3176608,Fiction,2016-12-15,12
6270625,3079751,Fiction,2016-09-29,9
2599243,2734713,Nonfiction,2016-12-11,12
3230868,2345442,Fiction,2016-01-23,1
4807322,2622368,Nonfiction,2016-09-16,9
3190313,3164733,Fiction,2016-04-30,4
6116949,2047488,Fiction,2016-09-12,9
4216079,3197502,Fiction,2016-11-17,11
1578347,3126598,Fiction,2016-09-07,9
2190981,2356114,Fiction,2016-01-29,1
4359473,3069277,Fiction,2016-03-12,3
4457099,2728604,Fiction,2016-07-15,7
5021791,3120582,Fiction,2016-01-22,1
5813689,3161387,Fiction,2016-08-10,8
3746977,2899026,Fiction,2016-06-29,6
3212484,3032310,Fiction,2016-07-03,7
3228571,2385246,Fiction,2016-09-17,9
6090581,3070090,Fiction,2016-01-24,1
4384012,2839098,Fiction,2016-01-04,1
1351188,3170401,Nonfiction,2016-10-19,10
2522687,2968810,Nonfiction,2016-05-16,5
3803407,3109458,Fiction,2016-03-01,3
3620737,3118431,Fiction,2016-04-11,4
3221346,589654,Fiction,2016-07-05,7
5559772,2696823,Fiction,2016-08-19,8
5765795,3153943,Fiction,2016-11-06,11
5547094,3172496,Fiction,2016-07-19,7
3574287,2845896,Fiction,2016-10-10,10
1399477,1315712,Nonfiction,2016-01-09,1
6286289,2295051,Fiction,2016-06-19,6
6396972,3161230,Fiction,2016-11-19,11
5068591,2938339,Fiction,2016-03-20,3
4805522,3077615,Nonfiction,2016-01-02,1
5612658,2705467,Fiction,2016-01-26,1
5858062,2291767,Fiction,2016-10-28,10
4306473,2932562,Nonfiction,2016-12-23,12
3196652,2990348,Fiction,2016-03-30,3
1245990,2990714,Nonfiction,2016-10-31,10
4753714,3056255,Nonfiction,2016-08-03,8
3638934,3143281,Fiction,2016-07-09,7
5343930,2834384,Fiction,2016-03-01,3
5717176,1672125,Fiction,2016-07-26,7
3274245,3069202,Fiction,2016-04-08,4
4467428,2333821,Fiction,2016-09-10,9
5028432,3137852,Fiction,2016-05-20,5
4291208,3181213,Fiction,2016-09-19,9
4725764,2973749,Nonfiction,2016-05-08,5
5346414,2994645,Fiction,2016-06-04,6
5860589,3004562,Fiction,2016-12-23,12
1444829,2914836,Nonfiction,2016-02-03,2
6189750,3086137,Fiction,2016-02-16,2
2741220,2861514,Nonfiction,2016-08-07,8
2174085,3136979,Fiction,2016-04-02,4
5318053,2857876,Fiction,2016-01-13,1
6387429,3081256,Fiction,2016-05-21,5
5099419,3135811,Nonfiction,2016-05-26,5
3282176,3078096,Fiction,2016-03-11,3
4297288,2494126,Nonfiction,2016-10-25,10
5839218,2940092,Fiction,2016-01-05,1
2307046,2702397,Nonfiction,2016-12-23,12
3704936,3027801,Fiction,2016-06-04,6
5660185,2988679,Nonfiction,2016-12-21,12
6074345,2291605,Nonfiction,2016-04-12,4
3091653,2811567,Nonfiction,2016-04-19,4
4478779,2549946,Fiction,2016-09-13,9
1411930,2576070,Nonfiction,2016-06-08,6
3544768,3097495,Fiction,2016-03-16,3
2681707,3128690,Nonfiction,2016-04-10,4
3624081,3183043,Fiction,2016-10-10,10
6319324,2941675,Nonfiction,2016-05-31,5
2729797,2368101,Nonfiction,2016-06-23,6
2737159,2877281,Nonfiction,2016-06-25,6
6151353,3166367,Fiction,2016-07-01,7
6149908,3214463,Fiction,2016-11-26,11
5875956,2638088,Nonfiction,2016-03-21,3
6366014,2375141,Fiction,2016-02-23,2
5829278,2712536,Fiction,2016-04-11,4
5918156,3137044,Fiction,2016-01-26,1
5594731,2838544,Fiction,2016-09-08,9
2295805,3209482,Nonfiction,2016-10-14,10
5276200,1601553,Fiction,2016-05-02,5
4247807,3181245,Fiction,2016-12-12,12
3193237,3141536,Fiction,2016-05-06,5
1105932,2692663,Fiction,2016-11-28,11
3204846,3032310,Fiction,2016-12-26,12
4707590,3182167,Nonfiction,2016-05-26,5
5260325,3176559,Fiction,2016-08-11,8
5205499,3144689,Fiction,2016-05-26,5
3291565,1713209,Fiction,2016-11-10,11
2591217,3114468,Nonfiction,2016-10-25,10
6170374,3046520,Fiction,2016-11-29,11
5859409,2713912,Fiction,2016-05-12,5
3196609,3037798,Fiction,2016-07-15,7
6159730,2247913,Fiction,2016-03-02,3
4263066,3126214,Fiction,2016-01-28,1
5923147,2683895,Fiction,2016-05-15,5
5668195,2623724,Nonfiction,2016-06-08,6
2197546,2663487,Language,2016-06-22,6
6201143,2235605,Fiction,2016-11-15,11
2281083,3148607,Nonfiction,2016-08-10,8
5774706,2870737,Fiction,2016-05-03,5
5475839,2506662,Fiction,2016-07-01,7
2480776,3210287,Nonfiction,2016-12-06,12
3169283,3008580,Fiction,2016-06-13,6
4360753,632096,Fiction,2016-02-02,2
6364033,2849035,Fiction,2016-04-01,4
4260731,3077486,Fiction,2016-04-11,4
1528351,3080596,Nonfiction,2016-07-28,7
6167877,2831108,Fiction,2016-02-26,2
1488657,2286227,Nonfiction,2016-08-18,8
2780003,3068660,Nonfiction,2016-04-19,4
1357235,3065684,Nonfiction,2016-02-09,2
3154788,2411515,Fiction,2016-09-03,9
3604881,3157005,Fiction,2016-06-24,6
5217893,355840,Fiction,2016-09-09,9
3724329,2929793,Fiction,2016-03-18,3
6114325,2236637,Fiction,2016-03-22,3
1366415,2946439,Nonfiction,2016-08-03,8
5352457,2871658,Fiction,2016-06-12,6
5563859,3030401,Fiction,2016-07-08,7
2433715,2873696,Nonfiction,2016-06-22,6
1558579,2873892,Fiction,2016-07-19,7
5332945,2959628,Fiction,2016-12-23,12
4994052,3204788,Fiction,2016-08-30,8
3270581,2857873,Fiction,2016-07-11,7
5851331,3118643,Fiction,2016-02-26,2
3166409,2769795,Fiction,2016-04-14,4
5639753,2748388,Nonfiction,2016-04-08,4
3294417,2357786,Fiction,2016-01-13,1
5481158,2673803,Fiction,2016-11-04,11
5647144,2988679,Nonfiction,2016-03-26,3
4752093,2857493,Nonfiction,2016-07-13,7
5344607,2990460,Fiction,2016-02-08,2
3545114,3097464,Fiction,2016-08-21,8
6387553,2714279,Fiction,2016-11-02,11
3674440,3161365,Fiction,2016-06-03,6
3288416,1330150,Fiction,2016-01-20,1
5380863,2906121,Fiction,2016-05-01,5
1399129,2926408,Nonfiction,2016-10-06,10
4400449,2629692,Fiction,2016-03-14,3
6189770,2902410,Fiction,2016-12-18,12
1603008,2986515,Fiction,2016-01-21,1
1182529,3114233,Fiction,2016-06-13,6
3297137,2991140,Fiction,2016-12-26,12
1251436,2665307,Nonfiction,2016-06-16,6
5027080,3062102,Fiction,2016-07-21,7
2572192,2874672,Nonfiction,2016-07-27,7
2570056,2840521,Nonfiction,2016-08-28,8
2465691,3191527,Nonfiction,2016-10-20,10
6090234,3032310,Fiction,2016-09-20,9
4258374,3165779,Fiction,2016-11-25,11
5911759,3135431,Fiction,2016-02-06,2
5466991,3172498,Fiction,2016-05-12,5
1157121,2633425,Fiction,2016-04-24,4
3298031,2667173,Fiction,2016-12-28,12
1501935,3120597,Nonfiction,2016-05-28,5
4211849,3164250,Fiction,2016-03-31,3
1568253,3044460,Fiction,2016-02-06,2
4522095,2988641,Fiction,2016-09-08,9
2681196,3197707,Nonfiction,2016-10-18,10
5257883,3143489,Fiction,2016-07-06,7
1529875,3080547,Nonfiction,2016-01-14,1
2354494,2882186,Nonfiction,2016-03-23,3
4455673,2663703,Fiction,2016-01-23,1
5707522,2988627,Nonfiction,2016-05-01,5
5684184,2845474,Nonfiction,2016-07-26,7
6229305,3103844,Fiction,2016-08-27,8
2112929,2668055,Fiction,2016-01-19,1
3177908,3143009,Fiction,2016-09-08,9
5298074,2852307,Fiction,2016-03-18,3
5527457,2835397,Fiction,2016-02-21,2
1529473,2630180,Nonfiction,2016-01-24,1
2332725,3144342,Nonfiction,2016-01-19,1
3779308,3161629,Fiction,2016-11-10,11
4546734,2627260,Fiction,2016-03-21,3
2709808,3110683,Nonfiction,2016-06-20,6
2635601,3215510,Nonfiction,2016-11-21,11
2328054,2831223,Nonfiction,2016-08-30,8
2366774,2619479,Nonfiction,2016-08-29,8
1393888,365894,Nonfiction,2016-10-29,10
2708012,3096861,Nonfiction,2016-05-12,5
2535795,3023953,Nonfiction,2016-08-31,8
5062657,2953229,Fiction,2016-02-25,2
5779314,3111606,Fiction,2016-11-08,11
3712465,3180169,Fiction,2016-06-11,6
2754067,2708821,Nonfiction,2016-01-04,1
1482355,88147,Nonfiction,2016-04-23,4
1400893,3133013,Nonfiction,2016-03-30,3
5095840,3109123,Nonfiction,2016-06-08,6
3699220,3089642,Fiction,2016-04-30,4
2378312,2605347,Nonfiction,2016-06-17,6
6212134,3099137,Language,2016-03-15,3
2358750,2687320,Nonfiction,2016-11-07,11
6330297,3084695,Nonfiction,2016-03-30,3
2441919,2530423,Nonfiction,2016-02-22,2
4226478,3138410,Fiction,2016-01-22,1
2273486,3024826,Nonfiction,2016-07-15,7
3220048,2935892,Fiction,2016-04-04,4
4710167,3138656,Nonfiction,2016-01-11,1
5772089,2338305,Fiction,2016-04-06,4
5701370,3145498,Nonfiction,2016-06-17,6
5351559,3148958,Fiction,2016-04-12,4
5502472,2494467,Fiction,2016-12-06,12
5521042,3056028,Fiction,2016-01-30,1
5321754,2870986,Fiction,2016-05-09,5
2651703,3171926,Nonfiction,2016-08-19,8
6310455,3081805,Nonfiction,2016-02-28,2
5723628,2547368,Fiction,2016-01-28,1
4541366,2821770,Fiction,2016-11-23,11
4757839,3181635,Nonfiction,2016-08-29,8
4397602,2758754,Fiction,2016-04-01,4
5466293,2450706,Fiction,2016-03-17,3
3809309,3160265,Fiction,2016-04-27,4
5037146,3164202,Fiction,2016-06-12,6
5126804,2611060,Fiction,2016-05-07,5
4795188,2904728,Nonfiction,2016-11-05,11
2158900,3092959,Fiction,2016-06-25,6
3523837,3007060,Fiction,2016-09-26,9
3167322,3166363,Fiction,2016-12-05,12
1547172,2946904,Fiction,2016-07-17,7
6330574,2165870,Nonfiction,2016-03-16,3
3537574,2349196,Fiction,2016-04-02,4
2246920,2711000,Nonfiction,2016-09-07,9
1163139,2859278,Fiction,2016-04-07,4
4237659,3067749,Fiction,2016-01-24,1
3161690,2762872,Fiction,2016-05-07,5
3852745,3101587,Fiction,2016-05-28,5
1562476,2734567,Fiction,2016-02-08,2
5315783,1885702,Fiction,2016-07-01,7
3502042,3183032,Fiction,2016-07-16,7
2673156,2935821,Nonfiction,2016-12-31,12
5910478,2926100,Fiction,2016-11-09,11
1235548,2583839,Nonfiction,2016-03-30,3
2757154,2741599,Nonfiction,2016-10-19,10
2760938,2838875,Nonfiction,2016-10-10,10
1453980,3140193,Nonfiction,2016-11-02,11
3296812,3093857,Fiction,2016-03-10,3
4709125,3004589,Nonfiction,2016-10-01,10
6354695,2547864,Nonfiction,2016-04-07,4
1100764,2628806,Fiction,2016-04-24,4
1425558,2990168,Nonfiction,2016-01-11,1
2578854,3162323,Nonfiction,2016-02-19,2
3661786,3106873,Fiction,2016-03-12,3
6108058,3035578,Fiction,2016-02-19,2
5679004,3044723,Nonfiction,2016-09-12,9
3714123,3123941,Fiction,2016-05-14,5
4782944,2499939,Nonfiction,2016-10-11,10
1359498,632774,Nonfiction,2016-04-03,4
5657413,2874116,Nonfiction,2016-09-16,9
